Date,Customer_Age,Customer_Gender,Country,Product_Category,Unit_Price,Color
2013-04-02,32,F,Germany,Clothing,50,Green
2020-06-01,32,F,Germany,Clothing,50,Green
2014-06-01,32,F,Germany,Clothing,50,Blue
2022-09-14,32,M,Germany,Clothing,50,Red
2017-09-14,32,M,Germany,Clothing,50,Black
2021-03-17,32,M,Germany,Clothing,50,Blue
2014-03-17,32,M,Germany,Clothing,50,Blue
2021-11-23,32,F,Germany,Clothing,50,White
2016-11-23,32,F,Germany,Clothing,50,White
2018-12-19,32,F,Germany,Clothing,50,Green
2016-12-19,32,F,Germany,Clothing,50,Red
2021-03-07,32,M,Germany,Bikes,2295,Green
2017-03-07,32,M,Germany,Bikes,2295,Green
2019-02-24,32,M,Germany,Bikes,2295,Green
2015-02-24,32,M,Germany,Bikes,2295,White
2023-05-15,32,M,Germany,Bikes,2320,Red
2017-05-15,32,M,Germany,Bikes,2320,Green
2023-05-21,32,M,Germany,Bikes,2320,Blue
2017-05-21,32,M,Germany,Bikes,2320,Blue
2021-05-19,32,M,Germany,Bikes,2320,Green
2017-05-19,32,M,Germany,Bikes,2320,Green
2015-06-11,32,M,Germany,Bikes,2320,Blue
2022-06-11,32,M,Germany,Bikes,2320,White
2016-05-15,32,M,Germany,Bikes,2320,White
2015-05-15,32,M,Germany,Bikes,2320,Black
2021-07-11,32,F,Germany,Bikes,769,Blue
2015-07-11,32,F,Germany,Bikes,769,White
2018-08-07,32,F,Germany,Bikes,769,Green
2016-08-07,32,F,Germany,Bikes,769,Red
2013-04-27,32,M,Germany,Bikes,769,Blue
2013-04-27,32,M,Germany,Bikes,769,Green
2023-06-02,32,M,Germany,Bikes,769,White
2013-06-02,32,M,Germany,Bikes,769,Black
2017-03-08,32,F,Germany,Bikes,565,Black
2014-03-08,32,F,Germany,Bikes,565,Red
2014-07-15,32,F,Germany,Bikes,565,Blue
2019-07-15,32,F,Germany,Bikes,565,Blue
2014-02-20,32,F,Germany,Bikes,565,Blue
2019-02-20,32,F,Germany,Bikes,565,Blue
2014-06-17,32,F,Germany,Bikes,540,Red
2016-06-17,32,F,Germany,Bikes,540,Blue
2021-05-12,32,F,Germany,Bikes,769,Black
2021-05-12,32,F,Germany,Bikes,769,Red
2014-11-21,32,F,Germany,Bikes,3578,White
2013-11-21,32,F,Germany,Bikes,3578,Green
2017-11-12,32,F,Germany,Bikes,3578,Blue
2014-11-12,32,F,Germany,Bikes,3578,Red
2019-12-31,32,F,Germany,Bikes,3578,Green
2017-12-31,32,F,Germany,Bikes,3578,Green
2017-03-26,32,M,Germany,Bikes,2443,Black
2018-03-26,32,M,Germany,Bikes,2443,Black
2014-10-22,32,M,Germany,Bikes,2443,White
2017-10-22,32,M,Germany,Bikes,2443,Blue
2017-09-17,32,M,Germany,Bikes,3578,Blue
2018-09-17,32,M,Germany,Bikes,3578,Black
2016-05-03,32,F,Germany,Bikes,2443,Green
2017-05-03,32,F,Germany,Bikes,2443,White
2020-04-16,32,F,Germany,Bikes,3578,Blue
2020-04-16,32,F,Germany,Bikes,3578,Blue
2017-06-01,32,F,Germany,Bikes,3578,Green
2019-06-01,32,F,Germany,Bikes,3578,Blue
2014-10-31,32,F,Germany,Bikes,2443,Black
2013-10-31,32,F,Germany,Bikes,2443,Blue
2013-11-03,32,F,Germany,Bikes,2443,White
2016-11-03,32,F,Germany,Bikes,2443,Black
2015-05-22,32,F,Germany,Bikes,2443,Red
2017-05-22,32,F,Germany,Bikes,2443,White
2014-06-06,32,F,Germany,Bikes,1701,Black
2018-06-06,32,F,Germany,Bikes,1701,Red
2017-10-27,32,F,Germany,Bikes,1701,Blue
2016-10-27,32,F,Germany,Bikes,1701,Blue
2019-04-02,32,F,Germany,Bikes,1701,White
2018-04-02,32,F,Germany,Bikes,1701,Green
2014-04-02,32,F,Germany,Bikes,1701,Black
2018-04-02,32,F,Germany,Bikes,1701,Red
2016-08-12,32,M,Germany,Bikes,540,Red
2018-08-12,32,M,Germany,Bikes,540,White
2018-12-20,32,M,Germany,Bikes,540,White
2020-12-20,32,M,Germany,Bikes,540,White
2020-05-14,32,M,Germany,Bikes,540,White
2013-05-14,32,M,Germany,Bikes,540,Black
2020-04-11,32,M,Germany,Bikes,540,Green
2017-04-11,32,M,Germany,Bikes,540,Red
2020-12-02,32,M,Germany,Bikes,540,Blue
2023-12-02,32,M,Germany,Bikes,540,White
2015-01-17,32,M,Germany,Bikes,540,White
2016-01-17,32,M,Germany,Bikes,540,Green
2020-04-03,32,M,Germany,Bikes,1120,Blue
2016-04-03,32,M,Germany,Bikes,1120,Green
2016-09-22,32,M,Germany,Bikes,1120,Green
2017-09-22,32,M,Germany,Bikes,1120,Black
2020-12-15,32,M,Germany,Bikes,1120,White
2023-12-15,32,M,Germany,Bikes,1120,White
2014-03-15,32,M,Germany,Bikes,1120,Black
2019-03-15,32,M,Germany,Bikes,1120,Blue
2018-09-11,32,F,Germany,Bikes,540,Red
2013-09-11,32,F,Germany,Bikes,540,Green
2014-01-19,32,F,Germany,Bikes,540,Green
2016-01-19,32,F,Germany,Bikes,540,Black
2020-02-06,32,M,Germany,Accessories,21,Red
2019-02-06,32,M,Germany,Accessories,21,Blue
2023-02-06,32,M,Germany,Accessories,21,Black
2016-02-06,32,M,Germany,Accessories,21,Black
2015-02-06,32,M,Germany,Accessories,21,Green
2014-02-06,32,M,Germany,Accessories,21,Blue
2013-05-15,32,M,Germany,Accessories,21,Blue
2016-05-15,32,M,Germany,Accessories,21,Red
2019-09-14,32,M,Germany,Accessories,29,Green
2015-09-14,32,M,Germany,Accessories,29,Black
2021-09-14,32,M,Germany,Accessories,29,Blue
2014-09-14,32,M,Germany,Accessories,29,Green
2014-03-04,32,M,Germany,Accessories,29,Black
2016-03-04,32,M,Germany,Accessories,29,Red
2020-03-04,32,M,Germany,Accessories,29,White
2018-03-04,32,M,Germany,Accessories,29,White
2014-03-04,32,M,Germany,Accessories,29,White
2020-03-04,32,M,Germany,Accessories,29,Red
2016-03-17,32,M,Germany,Accessories,29,Blue
2017-03-17,32,M,Germany,Accessories,29,Blue
2020-03-17,32,M,Germany,Accessories,29,Green
2014-03-17,32,M,Germany,Accessories,29,Black
2013-03-19,32,M,Germany,Accessories,29,Green
2019-03-19,32,M,Germany,Accessories,29,Blue
2023-05-05,32,M,Germany,Accessories,29,Red
2016-05-05,32,M,Germany,Accessories,29,Red
2017-05-15,32,M,Germany,Accessories,29,Blue
2019-05-15,32,M,Germany,Accessories,29,Red
2013-09-11,32,F,Germany,Accessories,21,Black
2016-09-11,32,F,Germany,Accessories,21,Black
2019-10-02,32,F,Germany,Accessories,21,White
2017-10-02,32,F,Germany,Accessories,21,Black
2021-10-02,32,F,Germany,Accessories,21,Black
2021-10-02,32,F,Germany,Accessories,21,Blue
2018-10-09,32,F,Germany,Accessories,21,White
2014-10-09,32,F,Germany,Accessories,21,Black
2017-10-09,32,F,Germany,Accessories,21,Black
2018-10-09,32,F,Germany,Accessories,21,White
2020-10-09,32,F,Germany,Accessories,21,Green
2023-10-09,32,F,Germany,Accessories,21,Green
2023-12-19,32,F,Germany,Accessories,21,Black
2018-12-19,32,F,Germany,Accessories,21,Red
2020-12-19,32,F,Germany,Accessories,21,Black
2018-12-19,32,F,Germany,Accessories,21,Blue
2022-02-24,32,F,Germany,Accessories,21,Red
2017-02-24,32,F,Germany,Accessories,21,Blue
2015-02-24,32,F,Germany,Accessories,21,Black
2023-02-24,32,F,Germany,Accessories,21,Red
2013-03-21,32,F,Germany,Accessories,21,Blue
2016-03-21,32,F,Germany,Accessories,21,Blue
2021-05-12,32,F,Germany,Accessories,21,Green
2020-05-12,32,F,Germany,Accessories,21,Green
2023-05-12,32,F,Germany,Accessories,21,Green
2021-05-12,32,F,Germany,Accessories,21,Blue
2019-10-10,32,M,Germany,Accessories,21,Blue
2015-10-10,32,M,Germany,Accessories,21,Green
2013-12-13,32,M,Germany,Accessories,21,Green
2023-12-13,32,M,Germany,Accessories,21,Black
2017-05-15,32,M,Germany,Accessories,21,Green
2021-05-15,32,M,Germany,Accessories,21,Green
2016-07-26,32,M,Germany,Accessories,21,Red
2016-07-26,32,M,Germany,Accessories,21,Black
2023-07-26,32,M,Germany,Accessories,21,Black
2022-07-26,32,M,Germany,Accessories,21,Blue
2021-01-15,32,F,Germany,Accessories,21,Blue
2013-01-15,32,F,Germany,Accessories,21,Blue
2023-01-15,32,F,Germany,Accessories,21,Green
2022-01-15,32,F,Germany,Accessories,21,Red
2018-02-03,32,F,Germany,Accessories,21,Black
2015-02-03,32,F,Germany,Accessories,21,Black
2020-02-03,32,F,Germany,Accessories,21,Blue
2023-02-03,32,F,Germany,Accessories,21,Red
2023-08-21,32,F,Germany,Bikes,1215,Black
2015-08-21,32,F,Germany,Bikes,1215,Green
2019-12-18,32,M,Germany,Bikes,2384,Red
2015-12-18,32,M,Germany,Bikes,2384,Green
2019-12-10,32,F,Germany,Bikes,742,Blue
2020-12-10,32,F,Germany,Bikes,742,Red
2018-06-04,32,M,Germany,Bikes,742,Green
2021-06-04,32,M,Germany,Bikes,742,Black
2015-06-27,32,M,Germany,Bikes,742,White
2016-06-27,32,M,Germany,Bikes,742,Green
2021-09-17,32,M,Germany,Clothing,64,Blue
2021-09-17,32,M,Germany,Clothing,64,Black
2017-06-02,32,M,Germany,Clothing,64,Red
2018-06-02,32,M,Germany,Clothing,64,Green
2023-07-15,32,F,Germany,Accessories,120,Black
2023-07-15,32,F,Germany,Accessories,120,Green
2019-10-09,32,F,Germany,Accessories,120,Red
2016-10-09,32,F,Germany,Accessories,120,Black
2017-05-17,31,F,Germany,Accessories,120,Black
2014-05-17,31,F,Germany,Accessories,120,Blue
2022-05-17,31,F,Germany,Accessories,22,Green
2022-05-17,31,F,Germany,Accessories,22,Green
2014-10-01,31,M,Germany,Accessories,22,Blue
2022-10-01,31,M,Germany,Accessories,22,Black
2015-05-17,31,M,Germany,Accessories,22,Red
2022-05-17,31,M,Germany,Accessories,22,White
2014-10-08,31,F,Germany,Accessories,22,Black
2014-10-08,31,F,Germany,Accessories,22,Green
2022-06-10,31,F,Germany,Accessories,22,Blue
2022-06-10,31,F,Germany,Accessories,22,Black
2021-04-22,31,M,Germany,Accessories,22,Blue
2017-04-22,31,M,Germany,Accessories,22,Red
2016-11-17,31,M,Germany,Accessories,22,Black
2023-11-17,31,M,Germany,Accessories,22,Black
2014-09-02,31,M,Germany,Clothing,24,Red
2016-09-02,31,M,Germany,Clothing,24,Green
2023-05-04,31,F,Germany,Clothing,24,Green
2018-05-04,31,F,Germany,Clothing,24,Black
2015-05-08,31,M,Germany,Clothing,24,Green
2016-05-08,31,M,Germany,Clothing,24,White
2013-04-29,31,F,Germany,Accessories,35,White
2014-04-29,31,F,Germany,Accessories,35,White
2018-06-05,31,F,Germany,Accessories,35,White
2022-06-05,31,F,Germany,Accessories,35,Red
2023-11-12,31,F,Germany,Accessories,35,Black
2017-11-12,31,F,Germany,Accessories,35,White
2015-04-10,31,F,Germany,Accessories,35,Red
2017-04-10,31,F,Germany,Accessories,35,White
2018-09-05,31,M,Germany,Accessories,35,Blue
2018-09-05,31,M,Germany,Accessories,35,Green
2020-06-04,31,M,Germany,Accessories,35,Blue
2023-06-04,31,M,Germany,Accessories,35,Green
2013-08-18,31,F,Germany,Accessories,35,White
2018-08-18,31,F,Germany,Accessories,35,Green
2021-09-23,31,F,Germany,Accessories,35,Black
2018-09-23,31,F,Germany,Accessories,35,Green
2014-12-18,31,F,Germany,Accessories,35,White
2020-12-18,31,F,Germany,Accessories,35,Black
2016-12-09,31,F,Germany,Accessories,35,Green
2018-12-09,31,F,Germany,Accessories,35,Green
2022-05-28,31,M,Germany,Accessories,35,Green
2013-05-28,31,M,Germany,Accessories,35,Green
2016-09-09,31,M,Germany,Accessories,35,Green
2023-09-09,31,M,Germany,Accessories,35,Black
2016-05-24,31,M,Germany,Accessories,35,Blue
2016-05-24,31,M,Germany,Accessories,35,Blue
2019-02-20,31,F,Germany,Accessories,35,Black
2015-02-20,31,F,Germany,Accessories,35,White
2019-12-28,31,M,Germany,Accessories,35,Black
2017-12-28,31,M,Germany,Accessories,35,Blue
2020-05-03,31,M,Germany,Accessories,35,Blue
2016-05-03,31,M,Germany,Accessories,35,Black
2016-05-17,31,M,Germany,Accessories,35,Black
2023-05-17,31,M,Germany,Accessories,35,Red
2014-06-03,31,M,Germany,Accessories,35,Black
2022-06-03,31,M,Germany,Accessories,35,Green
2017-11-17,31,M,Germany,Accessories,55,Blue
2022-11-17,31,M,Germany,Accessories,55,Red
2014-07-31,31,F,Germany,Accessories,55,Black
2018-07-31,31,F,Germany,Accessories,55,Red
2020-04-13,31,M,Germany,Clothing,54,Black
2015-04-13,31,M,Germany,Clothing,54,Blue
2016-05-25,31,M,Germany,Clothing,54,White
2013-05-25,31,M,Germany,Clothing,54,Black
2013-04-29,31,F,Germany,Clothing,54,Blue
2017-04-29,31,F,Germany,Clothing,54,Red
2015-05-26,31,F,Germany,Clothing,54,Green
2022-05-26,31,F,Germany,Clothing,54,Blue
2023-03-09,31,F,Germany,Clothing,50,Black
2013-03-09,31,F,Germany,Clothing,50,White
2013-07-17,31,M,Germany,Clothing,50,Green
2019-07-17,31,M,Germany,Clothing,50,Blue
2016-08-16,31,M,Germany,Clothing,50,Blue
2013-08-16,31,M,Germany,Clothing,50,Black
2014-01-14,31,M,Germany,Clothing,50,White
2016-01-14,31,M,Germany,Clothing,50,White
2013-05-15,31,M,Germany,Clothing,50,Green
2016-05-15,31,M,Germany,Clothing,50,White
2014-12-28,31,M,Germany,Clothing,50,Blue
2015-12-28,31,M,Germany,Clothing,50,Black
2013-02-14,31,M,Germany,Clothing,50,Black
2018-02-14,31,M,Germany,Clothing,50,Blue
2015-03-03,31,M,Germany,Clothing,50,Black
2013-03-03,31,M,Germany,Clothing,50,Black
2015-03-22,31,M,Germany,Clothing,50,Green
2017-03-22,31,M,Germany,Clothing,50,Red
2020-09-26,31,F,Germany,Bikes,2320,Blue
2022-09-26,31,F,Germany,Bikes,2320,Green
2022-09-15,31,F,Germany,Bikes,2320,Black
2023-09-15,31,F,Germany,Bikes,2320,Black
2016-04-15,31,F,Germany,Bikes,2320,Black
2023-04-15,31,F,Germany,Bikes,2320,White
2019-05-23,31,F,Germany,Bikes,2295,Green
2021-05-23,31,F,Germany,Bikes,2295,White
2016-05-17,31,F,Germany,Bikes,2295,Blue
2020-05-17,31,F,Germany,Bikes,2295,Green
2013-05-22,31,F,Germany,Bikes,2295,Black
2013-05-22,31,F,Germany,Bikes,2295,White
2014-08-19,31,M,Germany,Bikes,2320,Blue
2014-08-19,31,M,Germany,Bikes,2320,Blue
2016-05-19,31,M,Germany,Bikes,2320,Blue
2016-05-19,31,M,Germany,Bikes,2320,Green
2020-09-19,31,M,Germany,Bikes,2320,Green
2017-09-19,31,M,Germany,Bikes,2320,Red
2018-05-24,31,M,Germany,Bikes,2295,Red
2021-05-24,31,M,Germany,Bikes,2295,Green
2018-04-18,31,F,Germany,Bikes,565,Black
2019-04-18,31,F,Germany,Bikes,565,Black
2019-04-29,31,F,Germany,Bikes,565,Blue
2016-04-29,31,F,Germany,Bikes,565,Black
2023-06-10,31,F,Germany,Bikes,565,Red
2020-06-10,31,F,Germany,Bikes,565,Green
2023-06-13,31,F,Germany,Bikes,565,Blue
2015-06-13,31,F,Germany,Bikes,565,Red
2013-06-04,31,M,Germany,Bikes,565,White
2014-06-04,31,M,Germany,Bikes,565,Blue
2019-05-17,31,M,Germany,Bikes,769,Blue
2019-05-17,31,M,Germany,Bikes,769,Green
2020-08-22,31,F,Germany,Bikes,540,White
2013-08-22,31,F,Germany,Bikes,540,Red
2020-09-12,31,F,Germany,Bikes,540,Red
2014-09-12,31,F,Germany,Bikes,540,Red
2021-12-18,31,F,Germany,Bikes,540,Blue
2023-12-18,31,F,Germany,Bikes,540,Green
2014-06-11,31,F,Germany,Bikes,540,Red
2015-06-11,31,F,Germany,Bikes,540,Red
2017-11-13,31,F,Germany,Bikes,769,Black
2021-11-13,31,F,Germany,Bikes,769,Red
2014-03-09,31,F,Germany,Bikes,769,Red
2020-03-09,31,F,Germany,Bikes,769,Blue
2014-11-17,31,M,Germany,Bikes,565,Red
2019-11-17,31,M,Germany,Bikes,565,White
2023-05-25,31,M,Germany,Bikes,565,Blue
2015-05-25,31,M,Germany,Bikes,565,Black
2017-10-14,31,M,Germany,Bikes,2443,Red
2016-10-14,31,M,Germany,Bikes,2443,Blue
2014-04-12,31,M,Germany,Bikes,2443,Black
2014-04-12,31,M,Germany,Bikes,2443,Green
2022-10-13,31,M,Germany,Bikes,2443,Red
2019-10-13,31,M,Germany,Bikes,2443,White
2013-04-13,31,M,Germany,Bikes,2443,Black
2017-04-13,31,M,Germany,Bikes,2443,Green
2019-03-23,31,F,Germany,Bikes,2443,Black
2015-03-23,31,F,Germany,Bikes,2443,Red
2015-10-08,31,F,Germany,Bikes,2443,Blue
2019-10-08,31,F,Germany,Bikes,2443,Red
2021-04-17,31,F,Germany,Bikes,2443,Blue
2018-04-17,31,F,Germany,Bikes,2443,Green
2020-06-23,31,F,Germany,Bikes,783,Red
2019-06-23,31,F,Germany,Bikes,783,Blue
2016-04-28,31,M,Germany,Bikes,1120,White
2022-04-28,31,M,Germany,Bikes,1120,White
2014-08-16,31,M,Germany,Bikes,783,Red
2016-08-16,31,M,Germany,Bikes,783,Blue
2013-09-02,31,M,Germany,Bikes,783,Blue
2014-09-02,31,M,Germany,Bikes,783,Green
2014-10-31,31,M,Germany,Bikes,783,Red
2022-10-31,31,M,Germany,Bikes,783,Blue
2023-01-14,31,M,Germany,Bikes,783,Green
2021-01-14,31,M,Germany,Bikes,783,Red
2017-05-28,31,M,Germany,Bikes,783,Blue
2014-05-28,31,M,Germany,Bikes,783,Green
2013-04-30,31,F,Germany,Bikes,1120,White
2014-04-30,31,F,Germany,Bikes,1120,White
2021-05-06,31,F,Germany,Bikes,540,Green
2022-05-06,31,F,Germany,Bikes,540,Blue
2019-08-18,31,F,Germany,Bikes,540,Black
2019-08-18,31,F,Germany,Bikes,540,Blue
2019-09-23,31,F,Germany,Bikes,540,Red
2021-09-23,31,F,Germany,Bikes,540,White
2016-05-04,31,F,Germany,Bikes,540,Blue
2022-05-04,31,F,Germany,Bikes,540,Green
2021-12-09,31,F,Germany,Bikes,540,White
2013-12-09,31,F,Germany,Bikes,540,Red
2019-05-16,31,M,Germany,Bikes,1120,White
2023-05-16,31,M,Germany,Bikes,1120,Black
2022-10-28,31,M,Germany,Bikes,540,Green
2013-10-28,31,M,Germany,Bikes,540,Black
2017-09-05,31,M,Germany,Bikes,540,Red
2015-09-05,31,M,Germany,Bikes,540,Red
2023-12-01,31,M,Germany,Bikes,540,White
2016-12-01,31,M,Germany,Bikes,540,Black
2020-05-20,31,M,Germany,Bikes,540,Black
2017-05-20,31,M,Germany,Bikes,540,Black
2018-06-01,31,M,Germany,Bikes,1701,Black
2021-06-01,31,M,Germany,Bikes,1701,Black
2016-03-03,31,M,Germany,Bikes,1701,Black
2014-03-03,31,M,Germany,Bikes,1701,Red
2014-06-03,31,M,Germany,Bikes,1701,Green
2014-06-03,31,M,Germany,Bikes,1701,Black
2022-03-05,31,F,Germany,Bikes,1120,Green
2014-03-05,31,F,Germany,Bikes,1120,Red
2013-09-20,31,F,Germany,Bikes,1120,White
2023-09-20,31,F,Germany,Bikes,1120,Black
2016-02-20,31,F,Germany,Bikes,1120,Black
2018-02-20,31,F,Germany,Bikes,1120,Blue
2018-05-18,31,F,Germany,Bikes,1120,Green
2017-05-18,31,F,Germany,Bikes,1120,Black
2018-09-18,31,F,Germany,Accessories,21,Blue
2014-09-18,31,F,Germany,Accessories,21,Green
2022-09-18,31,F,Germany,Accessories,21,Blue
2018-09-18,31,F,Germany,Accessories,21,Blue
2020-09-23,31,F,Germany,Accessories,21,White
2013-09-23,31,F,Germany,Accessories,21,Green
2020-09-23,31,F,Germany,Accessories,21,Blue
2021-09-23,31,F,Germany,Accessories,21,Red
2017-06-11,31,F,Germany,Accessories,21,Black
2020-06-11,31,F,Germany,Accessories,21,Blue
2016-03-18,31,F,Germany,Bikes,2384,White
2021-03-18,31,F,Germany,Bikes,2384,Blue
2015-04-18,31,F,Germany,Bikes,2384,White
2021-04-18,31,F,Germany,Bikes,2384,Blue
2020-05-04,31,F,Germany,Bikes,2384,Red
2020-05-04,31,F,Germany,Bikes,2384,Black
2015-06-05,31,F,Germany,Bikes,2384,Blue
2023-06-05,31,F,Germany,Bikes,2384,Red
2017-07-03,31,F,Germany,Bikes,1215,White
2023-07-03,31,F,Germany,Bikes,1215,White
2023-11-12,31,F,Germany,Bikes,1215,White
2017-11-12,31,F,Germany,Bikes,1215,Green
2022-06-07,31,F,Germany,Bikes,1215,Red
2016-06-07,31,F,Germany,Bikes,1215,Black
2014-04-10,31,F,Germany,Bikes,742,Black
2017-04-10,31,F,Germany,Bikes,742,Green
2018-07-31,31,M,Germany,Bikes,2384,White
2021-07-31,31,M,Germany,Bikes,2384,White
2018-07-17,31,M,Germany,Bikes,742,Black
2021-07-17,31,M,Germany,Bikes,742,Green
2017-08-24,31,M,Germany,Bikes,742,White
2020-08-24,31,M,Germany,Bikes,742,Black
2022-08-24,31,M,Germany,Bikes,742,Red
2015-08-24,31,M,Germany,Bikes,742,Black
2015-02-14,31,M,Germany,Bikes,2384,Black
2018-02-14,31,M,Germany,Bikes,2384,Green
2015-05-03,31,M,Germany,Bikes,2384,Blue
2017-05-03,31,M,Germany,Bikes,2384,Green
2022-05-22,31,F,Germany,Clothing,64,Blue
2020-05-22,31,F,Germany,Clothing,64,Blue
2018-06-07,31,F,Germany,Clothing,64,Blue
2023-06-07,31,F,Germany,Clothing,64,Black
2017-05-17,31,F,Germany,Accessories,120,Black
2014-05-17,31,F,Germany,Accessories,120,Blue
2019-05-29,30,F,Germany,Accessories,22,Green
2017-05-29,30,F,Germany,Accessories,22,White
2021-08-23,30,M,Germany,Accessories,22,Green
2022-08-23,30,M,Germany,Accessories,22,Green
2013-06-17,30,M,Germany,Accessories,22,Black
2013-06-17,30,M,Germany,Accessories,22,Green
2013-09-11,30,M,Germany,Accessories,22,Black
2016-09-11,30,M,Germany,Accessories,22,Green
2018-02-12,30,M,Germany,Accessories,22,Green
2016-02-12,30,M,Germany,Accessories,22,Green
2014-03-22,30,M,Germany,Accessories,22,Green
2016-03-22,30,M,Germany,Accessories,22,Black
2017-07-29,30,M,Germany,Accessories,22,Red
2017-07-29,30,M,Germany,Accessories,22,White
2017-06-10,30,M,Germany,Accessories,22,Black
2023-06-10,30,M,Germany,Accessories,22,Red
2018-10-30,30,F,Germany,Clothing,24,Black
2023-10-30,30,F,Germany,Clothing,24,Blue
2017-10-11,30,M,Germany,Clothing,24,Green
2014-10-11,30,M,Germany,Clothing,24,Black
2017-05-24,30,F,Germany,Clothing,24,Green
2022-05-24,30,F,Germany,Clothing,24,Green
2017-02-16,30,F,Germany,Clothing,24,Blue
2023-02-16,30,F,Germany,Clothing,24,Black
2017-09-17,30,F,Germany,Accessories,35,White
2022-09-17,30,F,Germany,Accessories,35,Red
2017-04-10,30,F,Germany,Accessories,35,Black
2014-04-10,30,F,Germany,Accessories,35,Green
2014-05-27,30,F,Germany,Accessories,35,White
2018-05-27,30,F,Germany,Accessories,35,Black
2015-10-15,30,F,Germany,Accessories,35,Green
2020-10-15,30,F,Germany,Accessories,35,Black
2015-11-08,30,F,Germany,Accessories,35,Red
2016-11-08,30,F,Germany,Accessories,35,Blue
2013-04-16,30,F,Germany,Accessories,35,Black
2022-04-16,30,F,Germany,Accessories,35,Red
2020-07-07,30,M,Germany,Accessories,35,Red
2021-07-07,30,M,Germany,Accessories,35,Blue
2020-07-09,30,M,Germany,Accessories,35,Black
2017-07-09,30,M,Germany,Accessories,35,Red
2020-01-10,30,M,Germany,Accessories,35,Green
2019-01-10,30,M,Germany,Accessories,35,Blue
2019-05-14,30,M,Germany,Accessories,35,White
2016-05-14,30,M,Germany,Accessories,35,Black
2022-07-09,30,M,Germany,Accessories,35,Green
2016-07-09,30,M,Germany,Accessories,35,White
2018-08-14,30,F,Germany,Accessories,35,Blue
2014-08-14,30,F,Germany,Accessories,35,White
2020-09-15,30,F,Germany,Accessories,35,Green
2019-09-15,30,F,Germany,Accessories,35,Red
2021-12-04,30,F,Germany,Accessories,35,Green
2015-12-04,30,F,Germany,Accessories,35,Green
2021-04-17,30,F,Germany,Accessories,35,Black
2016-04-17,30,F,Germany,Accessories,35,White
2014-05-07,30,F,Germany,Accessories,35,Red
2019-05-07,30,F,Germany,Accessories,35,Blue
2020-08-23,30,M,Germany,Accessories,35,Green
2022-08-23,30,M,Germany,Accessories,35,Black
2016-02-01,30,M,Germany,Accessories,35,Red
2021-02-01,30,M,Germany,Accessories,35,Black
2023-06-01,30,M,Germany,Accessories,35,White
2016-06-01,30,M,Germany,Accessories,35,White
2017-06-17,30,M,Germany,Accessories,35,Blue
2021-06-17,30,M,Germany,Accessories,35,Green
2020-08-23,30,M,Germany,Accessories,35,Black
2021-08-23,30,M,Germany,Accessories,35,White
2022-12-29,30,M,Germany,Accessories,35,White
2021-12-29,30,M,Germany,Accessories,35,Green
2021-02-12,30,M,Germany,Accessories,35,Black
2022-02-12,30,M,Germany,Accessories,35,Green
2013-02-21,30,M,Germany,Accessories,35,White
2013-02-21,30,M,Germany,Accessories,35,Red
2013-03-22,30,M,Germany,Accessories,35,Black
2021-03-22,30,M,Germany,Accessories,35,Black
2023-10-03,30,M,Germany,Accessories,35,Red
2013-10-03,30,M,Germany,Accessories,35,Black
2015-05-05,30,M,Germany,Accessories,35,White
2015-05-05,30,M,Germany,Accessories,35,Green
2021-05-29,30,M,Germany,Accessories,35,White
2013-05-29,30,M,Germany,Accessories,35,Red
2015-06-17,30,M,Germany,Accessories,35,White
2016-06-17,30,M,Germany,Accessories,35,Blue
2020-11-12,30,F,Germany,Accessories,35,Blue
2017-11-12,30,F,Germany,Accessories,35,Green
2021-11-17,30,F,Germany,Accessories,35,White
2019-11-17,30,F,Germany,Accessories,35,Blue
2016-04-02,30,F,Germany,Accessories,35,Green
2015-04-02,30,F,Germany,Accessories,35,Green
2015-04-10,30,F,Germany,Accessories,35,Red
2013-04-10,30,F,Germany,Accessories,35,Black
2017-12-14,30,F,Germany,Accessories,35,White
2015-12-14,30,F,Germany,Accessories,35,Green
2016-03-06,30,F,Germany,Accessories,35,Green
2013-03-06,30,F,Germany,Accessories,35,Green
2022-06-14,30,F,Germany,Accessories,35,Green
2017-06-14,30,F,Germany,Accessories,35,Red
2019-05-21,30,M,Germany,Accessories,35,White
2023-05-21,30,M,Germany,Accessories,35,Green
2015-06-15,30,F,Germany,Accessories,35,Red
2016-06-15,30,F,Germany,Accessories,35,Red
2023-06-21,30,F,Germany,Accessories,55,Red
2018-06-21,30,F,Germany,Accessories,55,Red
2017-05-01,30,M,Germany,Accessories,55,Green
2015-05-01,30,M,Germany,Accessories,55,Black
2020-09-16,30,F,Germany,Clothing,50,Blue
2013-09-16,30,F,Germany,Clothing,50,Black
2019-05-29,30,F,Germany,Clothing,54,Blue
2015-05-29,30,F,Germany,Clothing,54,Black
2013-07-29,30,M,Germany,Clothing,50,Red
2018-07-29,30,M,Germany,Clothing,50,White
2014-08-25,30,M,Germany,Clothing,50,Green
2022-08-25,30,M,Germany,Clothing,50,White
2016-03-22,30,M,Germany,Clothing,50,White
2019-03-22,30,M,Germany,Clothing,50,Green
2014-12-24,30,F,Germany,Clothing,50,Red
2023-12-24,30,F,Germany,Clothing,50,Black
2022-04-20,30,F,Germany,Clothing,50,Green
2023-04-20,30,F,Germany,Clothing,50,Blue
2019-06-10,30,M,Germany,Clothing,50,Red
